transpotation,start,-,-,-,end,-,-,-,-,-,-,-,-,,
type,date,country,region,type,type,date,country,region,type,time(Min),price,currency,memo,,
Train,2023/7/30,DEU,Erfurt,Station,2023/7/30,DEU,Heidelberg,Station,341,180,0,EUR,EU RAIL PASS,,
Tram,2023/7/30,DEU,Heidelberg,Station,2023/7/30,DEU,Heidelberg,Central,3.5,15,3,EUR,-,,
Train,2023/7/30,DEU,Heidelberg,Station,2023/7/30,DEU,Neckargemind,Station,13.5,16,0,EUR,EU RAIL PASS,,
Train,2023/7/30,DEU,Neckargemind,Station,2023/7/30,DEU,Heilbronn,Station,53.4,60,0,EUR,EU RAIL PASS,,
Train,2023/7/30,DEU,Heilbronn,Station,2023/7/30,DEU,Stuttgart,Station,52.9,50,0,EUR,EU RAIL PASS,,
Tram,2023/7/30,DEU,Stuttgart,Station,2023/7/30,DEU,Stuttgart,Inn,3.8,10,3.4,EUR,-,,
Tram,2023/7/31,DEU,Stuttgart,Inn,2023/7/31,DEU,Stuttgart,Station,3.8,10,3.4,EUR,-,,
Train,2023/7/31,DEU,Stuttgart,Station,2023/7/31,DEU,Niamberg,Station,211,180,0,EUR,EU RAIL PASS,,
Train,2023/7/31,DEU,Niamberg,Station,2023/7/31,CZE,Praha,Station,299,280,0,EUR,EU RAIL PASS,,
Tram,2023/7/31,CZE,Praha,Station,2023/7/31,CZE,Praha,Castle,7.3,25,0,CZK,-,,
Train,2023/7/31,CZE,Praha,Station,2023/7/31,CZE,Tabor,Station,91.2,70,0,CZK,EU RAIL PASS,,
Train,2023/8/1,CZE,Tabor,Station,2023/8/1,CZE,Praha,Station,91.2,70,0,CZK,EU RAIL PASS,,
Train,2023/8/1,CZE,Praha,Station,2023/8/1,SVK,puchov,Station,382,250,0,CZK,EU RAIL PASS,,
Train,2023/8/1,SVK,puchov,Station,2023/8/1,SVK,zilina,Station,54.6,50,0,EUR,EU RAIL PASS,,
Train,2023/8/1,SVK,zilina,Station,2023/8/1,SVK,vrutky,Station,25.6,30,0,EUR,EU RAIL PASS,,
Train,2023/8/1,SVK,vrutky,Station,2023/8/1,SVK,Banska Bystrica,Station,68.5,105,0,EUR,EU RAIL PASS,,
Train,2023/8/2,SVK,Banska Bystrica,Station,2023/8/2,SVK,Zvolen,Station,18.8,22,0,EUR,EU RAIL PASS,,
Train,2023/8/2,SVK,Zvolen,Station,2023/8/2,SVK,Roznava,Station,142,140,0,EUR,EU RAIL PASS,,
Train,2023/8/2,SVK,Roznava,Station,2023/8/2,SVK,Kosice,Station,69.5,70,0,EUR,EU RAIL PASS,,
Train,2023/8/2,SVK,Kosice,Station,2023/8/2,SVK,Kurompachy,Station,49,69,0,EUR,EU RAIL PASS,,
Bus,2023/8/2,SVK,Kurompachy,Station,2023/8/2,SVK,Kurompachy,Central,2.7,10,1.1,EUR,-,,
Train,2023/8/3,SVK,Kurompachy,Station,2023/8/3,SVK,Kosice,Station,49,69,0,EUR,EU RAIL PASS,,
Train,2023/8/3,SVK,Kosice,Station,2023/8/3,HUN,Miskolc,Station,87.8,80,0,EUR,EU RAIL PASS,,
Train,2023/8/3,HUN,Miskolc,Station,2023/8/3,HUN,Budapest,Station,185,140,0,EUR,EU RAIL PASS,,
Tram,2023/8/3,HUN,Budapest,Inn,2023/8/3,HUN,Budapest,Stop,3,10,450,HUF,-,,
Tram,2023/8/3,HUN,Budapest,Stop,2023/8/3,HUN,Budapest,Inn,3,10,450,HUF,-,,
Train,2023/8/4,HUN,Budapest,Station,2023/8/4,HUN,Esztergom,Station,58.6,60,0,HUF,EU RAIL PASS,,
Bus,2023/8/4,HUN,Esztergom,Station,2023/8/4,HUN,Esztergom,Catedral,2.7,10,1,EUR,-,,
Bus,2023/8/4,HUN,Esztergom,Catedral,2023/8/4,HUN,Esztergom,Station,2.7,10,1,EUR,-,,
Train,2023/8/4,HUN,Esztergom,Station,2023/8/4,HUN,Budapest,Station,58.6,60,0,HUF,EU RAIL PASS,,
Tram,2023/8/4,HUN,Budapest,Station,2023/8/4,HUN,Budapest,Central,3,10,0,HUF,24 hour ticket,,
Tram,2023/8/4,HUN,Budapest,Central,2023/8/4,HUN,Budapest,Station,2,5,0,HUF,24 hour ticket,,
Train,2023/8/5,HUN,Budapest,Station,2023/8/5,HUN,Szentgotthrd,Station,279,205,0,EUR,EU Rail Pass,,
Bus,2023/8/5,HUN,Szentgotthrd,Station,2023/8/5,AUT,Fehring,Station,24.2,40,0,EUR,EU Rail Pass,,
Train,2023/8/5,AUT,Fehring,Station,2023/8/5,AUT,Graf,Station,64.2,115,0,EUR,EU Rail Pass,,
Tram,2023/8/5,AUT,Graf,Station,2023/8/5,AUT,Graf,Catedral,3,10,0,EUR,60 min ticket,,
Tram,2023/8/5,AUT,Graf,Catedral,2023/8/5,AUT,Graf,Station,3,10,0,EUR,60 min ticket,,
Train,2023/8/5,AUT,Graf,Station,2023/8/5,CZE,Brno,Station,326,270,0,EUR,EU Rail Pass,,
Train,2023/8/6,CZE,Brno,Station,2023/8/6,AUT,Wien,Station,132,110,0,EUR,EU Rail Pass,,
Subway,2023/8/6,AUT,Wien,Station,2023/8/6,AUT,Wien,Stop,2.3,12,0,EUR,2 hour ticket,,
Subway,2023/8/6,AUT,Wien,Stop,2023/8/6,AUT,Wien,Station,2.3,12,0,EUR,2 hour ticket,,
Train,2023/8/6,AUT,Wien,Station,2023/8/6,AUT,Salzburg,Station,295,180,0,EUR,EU Rail Pass,,
Bus,2023/8/6,AUT,Salzburg,Station,2023/8/6,AUT,Salzburg,Catedral,3.3,14,0,EUR,1 hour ticket,,
Train,2023/8/6,AUT,Salzburg,Station,2023/8/6,AUT,Innsbruck,Station,187,110,0,EUR,EU Rail Pass,,
Bus,2023/8/6,AUT,Innsbruck,Station,2023/8/6,AUT,Innsbruck,Inn,4.9,15,0,EUR,2 hour ticket,,
Tram,2023/8/7,AUT,Innsbruck,Inn,2023/8/7,AUT,Innsbruck,Station,4.9,15,2.8,EUR,-,,
Train,2023/8/7,AUT,Innsbruck,Station,2023/8/7,CHE,Buchs,Station,176,145,0,EUR,EU Rail Pass,,
Bus,2023/8/7,CHE,Buchs,Terminal,2023/8/7,LIE,Schaan,Stop,4,10,2.2,EUR,-,,
Bus,2023/8/7,LIE,Schaan,Stop,2023/8/7,LIE,Vaduz,Stop,3.3,10,3.3,EUR,-,,
Bus,2023/8/7,LIE,Vaduz,Stop,2023/8/7,CHE,Sargans,Station,17.5,30,8,CHF,-,,
Train,2023/8/7,CHE,Sargans,Station,2023/8/7,CHE,Zurich,Station,92.3,55,0,CHF,EU Rail Pass,,
Train,2023/8/7,CHE,Zurich,Station,2023/8/7,CHE,Lugano,Station,207,180,0,CHF,EU Rail Pass,,
Bus,2023/8/7,CHE,Lugano,Station,2023/8/7,CHE,Lugano,Inn,1.4,10,0,CHF,town service,,
Bus,2023/8/8,CHE,Lugano,Inn,2023/8/8,CHE,Lugano,Station,1.4,10,0,CHF,town service,,
Train,2023/8/8,CHE,Lugano,Station,2023/8/8,CHE,Zurich,Station,92.3,55,0,CHF,EU Rail Pass,,
Train,2023/8/8,CHE,Zurich,Station,2023/8/8,CHE,Bern,Station,122,56,0,CHF,EU Rail Pass,,
Train,2023/8/8,CHE,Bern,Station,2023/8/8,CHE,Genave,Station,162,121,0,CHF,EU Rail Pass,,
Train,2023/8/8,CHE,Genave,Station,2023/8/8,FRA,Lyon,Station,159,157,0,CHF,EU Rail Pass,,
Bus,2023/8/8,FRA,Lyon,Station,2023/8/8,FRA,Lyon,Inn,6.3,30,2,EUR,-,,
Bus,2023/8/9,FRA,Lyon,Inn,2023/8/9,FRA,Lyon,Station,6.3,30,2,EUR,-,,
Train,2023/8/9,FRA,Lyon,Station,2023/8/9,FRA,Bourges,Station,344,210,0,EUR,EU Rail Pass,,
Train,2023/8/9,FRA,Bourges,Station,2023/8/9,FRA,st de main fosses,Station,160,90,0,EUR,EU Rail Pass,,
Train,2023/8/9,FRA,st de main fosses,Station,2023/8/9,FRA,Vichy,Station,18,10,0,EUR,EU Rail Pass,,
Train,2023/8/9,FRA,Vichy,Station,2023/8/9,FRA,Clermont-Ferrand,Station,72.5,30,0,EUR,EU Rail Pass,,
Bus,2023/8/10,FRA,Clermont-Ferrand,Inn,2023/8/10,FRA,Clermont-Ferrand,Catedral,2,10,2,EUR,-,,
Train,2023/8/10,FRA,Clermont-Ferrand,Station,2023/8/10,FRA,Toulouse,Station,407,340,0,EUR,EU Rail Pass,,
Subway,2023/8/10,FRA,Toulouse,Central,2023/8/10,FRA,Toulouse,Station,1,2,1.8,EUR,-,,
Train,2023/8/10,FRA,Toulouse,Station,2023/8/10,FRA,Colomiers,Station,11.6,30,0,EUR,EU Rail Pass,,
Train,2023/8/11,FRA,Colomiers,Station,2023/8/11,FRA,Toulouse,Station,11.6,30,0,EUR,EU Rail Pass,,
Train,2023/8/11,FRA,Toulouse,Station,2023/8/11,FRA,Pau,Station,196,150,0,EUR,EU Rail Pass,,
Train,2023/8/11,FRA,Pau,Station,2023/8/11,FRA,dax,Station,92.7,53,0,EUR,EU Rail Pass,,
Train,2023/8/11,FRA,dax,Station,2023/8/11,FRA,Bordeaux,Station,148,70,0,EUR,EU Rail Pass,,
Tram,2023/8/11,FRA,Bordeaux,Station,2023/8/11,FRA,Bordeaux,Central,2.5,10,3.2,EUR,-,,
Train,2023/8/11,FRA,Bordeaux,Central,2023/8/11,FRA,La Réole,Station,75.7,37,0,EUR,EU Rail Pass,,
Train,2023/8/12,FRA,La Réole,Station,2023/8/12,FRA,Bordeaux,Station,75.7,37,0,EUR,EU RAIL PASS,,
Tram,2023/8/12,FRA,Bordeaux,Station,2023/8/12,FRA,Bordeaux,Catedral,2,10,1.8,EUR,-,,
Train,2023/8/12,FRA,Bordeaux,Station,2023/8/12,FRA,Bayonne,Station,190,103,0,EUR,EU RAIL PASS,,
Train,2023/8/12,FRA,Bayonne,Station,2023/8/12,FRA,Hendaye,Station,39.6,40,0,EUR,EU RAIL PASS,,
Boat,2023/8/12,FRA,Hendaye,Station,2023/8/12,ESP,Hondarribia,Station,3,10,2.3,EUR,-,,
Bus,2023/8/12,ESP,Hondarribia,Station,2023/8/12,ESP,Donostia,Station,25.4,60,2.7,EUR,-,,
Bus,2023/8/12,ESP,Donostia,Station,2023/8/12,ESP,Pamplona,Station,82.1,70,9.2,EUR,-,,
Train,2023/8/13,ESP,Pamplona,Station,2023/8/13,ESP,Zaragoza,Station,178,110,16,EUR,-,,
Bus,2023/8/13,ESP,Zaragoza,Station,2023/8/13,ESP,Zaragoza,Central,1.4,5,1.5,EUR,-,,
Train,2023/8/13,ESP,Zaragoza,Central,2023/8/13,ESP,Madrid,Terminal,318,225,21,EUR,-,,
Subway,2023/8/13,ESP,Madrid,Terminal,2023/8/13,ESP,Madrid,Station,3,20,2.2,EUR,-,,
Train,2023/8/13,ESP,Madrid,Station,2023/8/13,ESP,Toledo,Station,73.2,70,14,EUR,-,,
Bus,2023/8/14,ESP,Toledo,Terminal,2023/8/14,ESP,Madrid,Terminal,73.2,50,7,EUR,-,,
Bus,2023/8/14,ESP,Madrid,Terminal,2023/8/14,ESP,Sevilla,Terminal,531,420,33.5,EUR,-,,
Bus,2023/8/14,ESP,Sevilla,Terminal,2023/8/14,ESP,Sevilla,Inn,2,10,1.4,EUR,-,,
Bus,2023/8/15,ESP,Sevilla,Terminal,2023/8/15,ESP,Algeciras,Terminal,247,215,24.9,EUR,-,,
Ferry,2023/8/15,ESP,Algeciras,Port,2023/8/15,ESP,Ceuta,Port,30,55,38,EUR,-,,
Bus,2023/8/15,ESP,Ceuta,Central,2023/8/15,ESP,Ceuta,Border,5.6,15,0.85,EUR,-,,
Walking,2023/8/15,ESP,Ceuta,Border,2023/8/15,MAR,Fnideku,Border,0.5,20,0,EUR,-,,
Taxi,2023/8/15,MAR,Fnideku,Border,2023/8/15,MAR,Fnideku,Central,2,10,20,MAD,-,,
Bus,2023/8/15,MAR,Fnideku,Terminal,2023/8/15,MAR,Tangier,Central,74.6,120,30,MAD,-,,
Bus,2023/8/15,MAR,Tangier,Central,2023/8/15,MAR,Tangier,Inn,5,20,4,MAD,-,,
Bus,2023/8/16,MAR,Tangier,Central,2023/8/16,MAR,Tangier,Terminal,5.1,15,8,MAD,-,,
Bus,2023/8/16,MAR,Tangier,Terminal,2023/8/16,MAR,Chefchaouen,Terminal,128,180,65,MAD,-,,
Bus,2023/8/17,MAR,Chefchaouen,Terminal,2023/8/17,MAR,Fes,Terminal,212,280,110,MAD,-,,
Taxi,2023/8/17,MAR,Fes,Terminal,2023/8/17,MAR,Fes,Central,4.4,10,20,MAD,-,,
Train,2023/8/18,MAR,Fes,Station,2023/8/18,MAR,Meknès,Station,70.3,60,33,MAD,-,,
Bus,2023/8/18,MAR,Meknès,Station,2023/8/18,MAR,Meknès,Central,3.3,15,4,MAD,-,,
Bus,2023/8/19,MAR,Meknès,Central,2023/8/19,MAR,Meknès,Station,3.3,15,4,MAD,-,,
Train,2023/8/19,MAR,Meknès,Station,2023/8/19,MAR,Rabat,Station,199,130,93,MAD,-,,
Tram,2023/8/19,MAR,Rabat,Station,2023/8/19,MAR,Sale,Station,6,15,4,MAD,-,,
Tram,2023/8/19,MAR,Sale,Station,2023/8/19,MAR,Rabat,Station,6,15,4,MAD,-,,
Tram,2023/8/20,MAR,Rabat,Central,2023/8/20,MAR,Rabat,Terminal,6,15,4,MAD,-,,
Bus,2023/8/20,MAR,Rabat,Terminal,2023/8/20,MAR,Essaouira,Terminal,454,500,240,MAD,-,,
Bus,2023/8/21,MAR,Essaouira,Terminal,2023/8/21,MAR,Agadir,Terminal,175,240,120,MAD,-,,
Bus,2023/8/21,MAR,Agadir,Terminal,2023/8/21,MAR,Tiznit,Terminal,95.7,180,35,MAD,-,,
Bus,2023/8/22,MAR,Tiznit,Terminal,2023/8/22,MAR,marrakech,Terminal,323,360,160,MAD,-,,
Bus,2023/8/25,MAR,marrakech,Terminal,2023/8/25,MAR,Ouarzazate,Terminal,193,260,100,MAD,-,,
Taxi,2023/8/25,MAR,Ouarzazate,Terminal,2023/8/25,MAR,Ouarzazate,Inn,6.7,5,5,MAD,-,,
Taxi,2023/8/26,MAR,Ouarzazate,Inn,2023/8/26,MAR,Ouarzazate,Central,6.7,10,5,MAD,-,,
Bus,2023/8/26,MAR,Ouarzazate,Terminal,2023/8/26,MAR,Errachidia,Terminal,307,310,130,MAD,-,,
Bus,2023/8/27,MAR,Errachidia,Terminal,2023/8/27,MAR,Meknès,Terminal,326,380,140,MAD,-,,
Bus,2023/8/27,MAR,Meknès,Terminal,2023/8/27,MAR,Meknès,Central,6,15,5,MAD,-,,
Bus,2023/8/28,MAR,Meknès,Central,2023/8/28,MAR,Meknès,Terminal,3.3,15,5,MAD,-,,
Bus,2023/8/28,MAR,Meknès,Terminal,2023/8/28,MAR,Fes,Terminal,70.3,60,25,MAD,-,,
Taxi,2023/8/28,MAR,Fes,Terminal,2023/8/28,MAR,Fes,Central,4.4,10,35,MAD,-,,
Taxi,2023/8/29,MAR,Fes,Central,2023/8/29,MAR,Fes,Terminal,4.4,10,25,MAD,-,,
Bus,2023/8/29,MAR,Fes,Terminal,2023/8/29,MAR,Oujda,Terminal,331,270,130,MAD,-,,
Taxi,2023/8/30,MAR,Oujda,Inn,2023/8/30,MAR,Oujda,Terminal,2,5,6,MAD,-,,
Bus,2023/8/30,MAR,Oujda,Terminal,2023/8/30,MAR,Nador,Terminal,137,195,50,MAD,-,,
Bus,2023/8/30,MAR,Nador,Terminal,2023/8/30,MAR,Nador,Border,12.3,30,5,MAD,-,,
Walking,2023/8/30,MAR,Nador,Border,2023/8/30,ESP,Melilla,Border,0.5,30,0,MAD,-,,
Taxi,2023/8/30,ESP,Melilla,Border,2023/8/30,ESP,Melilla,Central,3.5,10,7,EUR,-,,
Bus,2023/8/30,ESP,Melilla,Central,2023/8/30,ESP,Melilla,Border,3.5,15,0.9,EUR,-,,
Walking,2023/8/30,ESP,Melilla,Border,2023/8/30,MAR,Nador,Border,0.5,30,0,MAD,-,,
Ferry,2023/8/30,MAR,Nador,Port,2023/8/30,ESP,Almería,Port,186,300,50,EUR,-,,
Bus,2023/8/31,ESP,Almería,Terminal,2023/8/31,ESP,Granada,Terminal,167,150,16.23,EUR,-,,
Bus,2023/8/31,ESP,Granada,Terminal,2023/8/31,ESP,Granada,Central,4.8,10,1.5,EUR,-,,
Bus,2023/9/1,ESP,Granada,Terminal,2023/9/1,ESP,Valencia,Terminal,485,590,55.92,EUR,-,,
Bus,2023/9/2,ESP,Valencia,Terminal,2023/9/2,ESP,Barcelona,Terminal,349,215,34,EUR,-,,
Subway,2023/9/2,ESP,Barcelona,Terminal,2023/9/2,ESP,Barcelona,Central,4.1,20,2.55,EUR,-,,
Subway,2023/9/2,ESP,Barcelona,Port,2023/9/2,ESP,Barcelona,Terminal,5,15,2.55,EUR,-,,
Bus,2023/9/2,ESP,Barcelona,Terminal,2023/9/2,AND,Andorra la Vieja,Terminal,192,170,30.5,EUR,-,,
Bus,2023/9/3,AND,Andorra la Vieja,Terminal,2023/9/3,FRA,Toulouse,Terminal,186,180,36,EUR,-,,
Train,2023/9/3,FRA,Toulouse,Station,2023/9/3,FRA,Carcassonne,Station,93.3,70,16.8,EUR,-,,
Train,2023/9/4,FRA,Carcassonne,Station,2023/9/4,FRA,Narbonne,Station,60.6,35,11.8,EUR,-,,
Train,2023/9/4,FRA,Narbonne,Station,2023/9/4,FRA,Avignon,Station,185,130,32.1,EUR,-,,
Bus,2023/9/4,FRA,Avignon,Station,2023/9/4,FRA,Nice,AirPort,302,140,30,EUR,-,,
Tram,2023/9/4,FRA,Nice,AirPort,2023/9/4,FRA,Nice,Central,7,5,0,EUR,transportaion card,,
Tram,2023/9/4,FRA,Nice,Central,2023/9/4,FRA,Nice,Station,1,1,0,EUR,1.7 transportation card,,
Train,2023/9/5,FRA,Nice,Station,2023/9/5,MCO,Monte Carlo,Station,23.5,20,4.4,EUR,-,,
Train,2023/9/5,MCO,Monte Carlo,Station,2023/9/5,ITA,Ventimiglia,Station,25.6,55,4.9,EUR,-,,
Train,2023/9/5,ITA,Ventimiglia,Station,2023/9/5,ITA,Cuneo,Station,105.2,170,10,EUR,-,,
Train,2023/9/5,ITA,Cuneo,Station,2023/9/5,ITA,Torino,Station,99.3,81,4.9,EUR,-,,
Train,2023/9/5,ITA,Torino,Station,2023/9/5,ITA,Milano,Station,143,120,12.45,EUR,-,,
Subway,2023/9/5,ITA,Milano,Station,2023/9/5,ITA,Milano,Catedral,1,2,1.5,EUR,-,,
Train,2023/9/5,ITA,Milano,Catedral,2023/9/5,ITA,Milano,Suberb,20,60,3,EUR,-,,
Car,2023/9/5,ITA,Milano,Suberb,2023/9/5,ITA,Milano,Suberb,10,20,0,EUR,Marco'house,,
Car,2023/9/6,ITA,Milano,Suberb,2023/9/6,ITA,Milano,Suberb,10,20,0,EUR,Marco'house,,
Train,2023/9/6,ITA,Milano,Suberb,2023/9/6,ITA,Milano,Central,20,60,3,EUR,-,,
Tram,2023/9/6,ITA,Milano,Central,2023/9/6,ITA,Milano,Terminal,5,20,1.5,EUR,South Terminal,,
Bus,2023/9/6,ITA,Milano,Terminal,2023/9/6,ITA,Genova,Terminal,145,120,9.6,EUR,-,,
Train,2023/9/6,ITA,Genova,Station,2023/9/6,ITA,La Spezia,Station,107,105,10,EUR,-,,
Train,2023/9/6,ITA,La Spezia,Station,2023/9/6,ITA,Pisa,Station,85.9,54,6.2,EUR,-,,
Bus,2023/9/7,ITA,Pisa,Catedral,2023/9/7,ITA,Pisa,Station,2.9,9,1.7,EUR,-,,
Train,2023/9/7,ITA,Pisa,Station,2023/9/7,ITA,Livorno,Station,25.4,15,0,EUR,-,,
Train,2023/9/7,ITA,Livorno,Station,2023/9/7,ITA,Firenze,Station,115,80,7.3,EUR,-,,
Tram,2023/9/7,ITA,Firenze,Station,2023/9/7,ITA,Firenze,Terminal,3.4,25,1.7,EUR,-,,
Bus,2023/9/7,ITA,Firenze,Terminal,2023/9/7,ITA,Bologna,Terminal,110,100,3.9,EUR,-,,
Train,2023/9/7,ITA,Bologna,Station,2023/9/7,ITA,Rimini,Station,118,56,10.8,EUR,-,,
Bus,2023/9/7,ITA,Rimini,Stop,2023/9/7,SMR,San Marino,Palace,20.7,50,6,EUR,-,,
Bus,2023/9/8,SMR,San Marino,Inn,2023/9/8,ITA,Rimini,Stop,20.7,50,6,EUR,-,,
Train,2023/9/8,ITA,Rimini,Station,2023/9/8,ITA,Bologna,Station,118,56,10.8,EUR,-,,
Train,2023/9/8,ITA,Bologna,Station,2023/9/8,ITA,Venezia,Station,154,90,14.1,EUR,-,,
Boat,2023/9/8,ITA,Venezia,Catedral,2023/9/8,ITA,Venezia,Station,2.5,11,9.5,EUR,-,,
Train,2023/9/8,ITA,Venezia,Station,2023/9/8,ITA,Casarsa della Delizia,Station,104,84,10.46,EUR,-,,
Bus,2023/9/8,ITA,Casarsa della Delizia,Stop,2023/9/8,ITA,San Vito al Tagliamento,Stop,5.3,10,2.85,EUR,-,,
Bus,2023/9/9,ITA,San Vito al Tagliamento,Stop,2023/9/9,ITA,Portogruaro,Station,18,21,2.85,EUR,-,,
Train,2023/9/9,ITA,Portogruaro,Station,2023/9/9,ITA,Trieste,Station,93.4,70,7.7,EUR,-,,
Bus,2023/9/9,ITA,Trieste,Terminal,2023/9/9,SVN,Lubiana,Terminal,93.9,85,15.9,EUR,-,,
Bus,2023/9/9,SVN,Lubiana,Terminal,2023/9/9,SVN,Lubiana,Central,4,10,1.3,EUR,-,,
Bus,2023/9/10,SVN,Lubiana,Inn,2023/9/10,SVN,Lubiana,Station,4,10,1.3,EUR,-,,
Train,2023/9/10,SVN,Lubiana,Station,2023/9/10,SVN,zidani most,Station,72.4,60,5.8,EUR,-,,
Train,2023/9/10,SVN,zidani most,Station,2023/9/10,SVN,Maribor,Station,81,85,8.1,EUR,-,,
Bus,2023/9/10,SVN,Maribor,Station,2023/9/10,HRV,zagreb,Station,176,90,15.99,EUR,-,,
Bus,2023/9/11,HRV,zagreb,Terminal,2023/9/11,HRV,Zadar,Terminal,286,240,17.5,EUR,-,,
Bus,2023/9/11,HRV,Zadar,Terminal,2023/9/11,HRV,split,Terminal,156,135,18.99,EUR,-,,
Bus,2023/9/11,HRV,split,Terminal,2023/9/11,HRV,split,Inn,2.2,7,1,EUR,-,,
Bus,2023/9/12,HRV,split,Inn,2023/9/12,HRV,split,Central,2.2,7,2,EUR,-,,
Bus,2023/9/12,HRV,split,Terminal,2023/9/12,HRV,dubrovnik,Terminal,232,265,19.99,EUR,-,,
Bus,2023/9/12,HRV,dubrovnik,Terminal,2023/9/12,HRV,dubrovnik,Central,3.7,10,1.9,EUR,-,,
Bus,2023/9/12,HRV,dubrovnik,Central,2023/9/12,HRV,dubrovnik,Terminal,3.7,10,0,EUR,24 hour ticket,,
Bus,2023/9/13,HRV,dubrovnik,Terminal,2023/9/13,HRV,dubrovnik,Central,3.7,10,0,EUR,24 hour ticket,,
Bus,2023/9/13,HRV,dubrovnik,Central,2023/9/13,HRV,dubrovnik,Terminal,3.7,10,0,EUR,24 hour ticket,,
Ferry,2023/9/13,HRV,dubrovnik,Port,2023/9/13,ITA,Bari,Port,213.5,370,92,EUR,-,,
Bus,2023/9/14,ITA,Bari,Terminal,2023/9/14,ITA,Roma,Terminal,455,420,24.99,EUR,-,,
Train,2023/9/14,ITA,Roma,Terminal,2023/9/14,ITA,Roma,Station,3,5,1,EUR,-,,
Subway,2023/9/14,ITA,Roma,Station,2023/9/14,ITA,Roma,Inn,3,5,0,EUR,24 hour ticket,,
Subway,2023/9/15,ITA,Roma,Inn,2023/9/15,ITA,Roma,Station,5.5,10,0,EUR,24 hour ticket,,
Walking,2023/9/15,ITA,Roma,Station,2023/9/15,VAT,Vatican City,Central,0,1,0,EUR,Cross Border,,
Walking,2023/9/15,VAT,Vatican City,Central,2023/9/15,ITA,Roma,Central,0,1,0,EUR,Cross Border,,
Walking,2023/9/15,ITA,Roma,Central,2023/9/15,MOM,Roma,Central,0,1,0,EUR,Cross Border,,
Walking,2023/9/15,MOM,Roma,Central,2023/9/15,ITA,Roma,Central,0,1,0,EUR,Cross Border,,
Bus,2023/9/15,ITA,Roma,Central,2023/9/15,ITA,Roma,Suberb,4.4,10,0,EUR,24 hour ticket,,
Bus,2023/9/15,ITA,Roma,Suberb,2023/9/15,ITA,Roma,Inn,7,15,0,EUR,24 hour ticket,,
Subway,2023/9/15,ITA,Roma,Inn,2023/9/15,ITA,Roma,Station,3,5,0,EUR,24 hour ticket,,
Train,2023/9/15,ITA,Roma,Station,2023/9/15,ITA,Minturno,Station,100,90,7,EUR,-,,
Train,2023/9/15,ITA,Minturno,Station,2023/9/15,ITA,naples,Station,122,60,6.65,EUR,-,,
Boat,2023/9/16,ITA,naples,Port,2023/9/16,ITA,Sorrento,Port,40,35,15.2,EUR,-,,
Bus,2023/9/16,ITA,Sorrento,Stop,2023/9/16,ITA,Amalfitana,Terminal,32.3,100,0,EUR,24 hour ticket,,
Bus,2023/9/16,ITA,Amalfitana,Terminal,2023/9/16,ITA,Salerno,Terminal,25,90,0,EUR,24 hour ticket,,
Train,2023/9/16,ITA,Salerno,Station,2023/9/16,ITA,vallo scaro,Station,79.5,60,5.8,EUR,-,,
Train,2023/9/17,ITA,vallo scaro,Station,2023/9/17,ITA,naples,Station,131,85,15.5,EUR,-,,
Train,2023/9/17,ITA,naples,Station,2023/9/17,ITA,Pompei,Station,25.4,43,3.3,EUR,-,,
Train,2023/9/18,ITA,Pompei,Station,2023/9/18,ITA,Salerno,Station,33,40,2.8,EUR,-,,
Bus,2023/9/18,ITA,Salerno,Station,2023/9/18,ITA,Salerno,Port,2.4,10,0,EUR,45 min ticket,,
Bus,2023/9/18,ITA,Salerno,Port,2023/9/18,ITA,Salerno,Central,1.2,5,0,EUR,45 min ticket,,
Bus,2023/9/18,ITA,Salerno,Central,2023/9/18,ITA,Salerno,Port,1.2,5,0,EUR,45 min ticket,,
Ferry,2023/9/18,ITA,Salerno,Port,2023/9/19,TUN,La Goletta,Port,751,1440,50,EUR,-,,
Taxi,2023/9/19,TUN,La Goletta,Port,2023/9/19,TUN,La Goletta,Station,1,3,10,EUR,-,,
Train,2023/9/19,TUN,La Goletta,Port,2023/9/19,TUN,tunis,Station,14,30,0.8,TND,-,,
Train,2023/9/20,TUN,tunis,Station,2023/9/20,TUN,tunis,Museum,5.3,25,0.5,TND,-,,
Train,2023/9/20,TUN,tunis,Museum,2023/9/20,TUN,tunis,Station,5.3,25,0.5,TND,-,,
Train,2023/9/20,TUN,tunis,Station,2023/9/20,TUN,Sousse,Station,147,165,8.1,TND,-,,
Taxi,2023/9/21,TUN,Sousse,Station,2023/9/21,TUN,Sousse,Terminal,2.8,5,1,TND,-,,
Bus,2023/9/21,TUN,Sousse,Terminal,2023/9/21,TUN,Sfax,Terminal,137,150,10,TND,-,,
Taxi,2023/9/21,TUN,Sfax,Station,2023/9/21,TUN,Sfax,Central,1.4,5,2,TND,-,,
Train,2023/9/21,TUN,Sfax,Station,2023/9/21,TUN,El Djem,Station,77.2,60,4.7,TND,-,,
Bus,2023/9/21,TUN,El Djem,Station,2023/9/21,TUN,Sousse,Station,70.7,70,10,TND,-,,
Taxi,2023/9/22,TUN,Sousse,Central,2023/9/22,TUN,Sousse,Terminal,2.8,5,1.5,TND,-,,
Bus,2023/9/22,TUN,Sousse,Terminal,2023/9/22,TUN,Kairouan,Terminal,55.3,60,6.2,TND,-,,
Bus,2023/9/22,TUN,Kairouan,Terminal,2023/9/22,TUN,tunis,Terminal,162,120,14.6,TND,-,,
